School Name,State Name [Public School] Latest available year,Full-Time Equivalent (FTE) Teachers [Public School] 2012-13,Full-Time Equivalent (FTE) Teachers [Public School] 2011-12,Full-Time Equivalent (FTE) Teachers [Public School] 2010-11,Pupil/Teacher Ratio [Public School] 2012-13,Pupil/Teacher Ratio [Public School] 2011-12,Pupil/Teacher Ratio [Public School] 2010-11,School ID - NCES Assigned [Public School] Latest available year
RED BLUFF INDEPENDENT STUDY HIGH,California,4,4,–,28.75,38.5,–,063201008659
RED HAWK ELEMENTARY,California,18.5,22.5,–,25.62,21.24,–,060002810282
RED HILL ELEMENTARY,California,17.2,19,–,30.81,27.32,–,064015008756
RED OAK ELEMENTARY,California,20,20,–,28.15,26.3,–,062785002854
RED RIVER COMMUNITY DAY,California,–,–,–,–,–,–,064230008713
REDDING (RAY) HIGH (CONTINUATION),California,0.80,0.80,–,13.75,7.5,–,061911010309
REDDING COMMUNITY DAY,California,1,2,–,11,9,–,063204008385
REDDING ELEMENTARY,California,15,15,–,19.8,21,–,063441005659
REDDING SCHOOL OF THE ARTS II,California,23.88,24.1,–,22.4,21.78,–,061495012118
REDLANDS EACADEMY,California,–,†,†,–,†,†,063207013458
REDLANDS EAST VALLEY HIGH,California,88.95,99.2,–,25.5,24.3,–,063207007268
REDLANDS SENIOR HIGH,California,96.64,100.24,–,24.75,25.51,–,063207004946
REDONDO BEACH LEARNING ACADEMY,California,1.1,1,–,11.82,16,–,060003212165
REDONDO SHORES HIGH (CONTINUATION),California,4.8,5.4,–,19.38,18.33,–,060003202227
REDONDO UNION HIGH,California,102.51,103.5,–,24.79,24.14,–,060003206330
REDWAY ELEMENTARY,California,12,11,–,24.83,27.36,–,063759006368
REDWOOD ACADEMY OF UKIAH,California,8.62,8.05,–,17.87,18.51,–,064030008520
REDWOOD COAST MONTESSORI,California,–,†,†,–,†,†,060300013192
REDWOOD CONSORTIUM FOR STUDENT SERVICES,California,10,9,–,10.6,11.56,–,063264012471
REDWOOD CONTINUATION HIGH,California,9,9.7,–,15.11,15.46,–,060780000744
REDWOOD ELEMENTARY,California,22.58,24.59,–,28.96,27.33,–,061392001601
REDWOOD ELEMENTARY,California,25.25,26.23,–,17.82,16.09,–,061407001614
REDWOOD ELEMENTARY,California,21,21,–,22.43,23.95,–,061077001198
REDWOOD ELEMENTARY,California,40,42.28,–,26.53,24.15,–,062145009564
REDWOOD HEIGHTS ELEMENTARY,California,16,14,–,23.44,24.71,–,062805004310
REDWOOD HIGH,California,81.28,76.82,–,24.89,26.14,–,064116006803
REDWOOD HIGH,California,82.27,78.2,–,18.66,18.62,–,063879006523
REDWOOD HIGH,California,14.2,15.2,–,22.04,22.37,–,063639006196
REDWOOD HIGH (CONTINUATION),California,–,–,–,–,–,–,060966508216
REDWOOD MIDDLE,California,40.85,43.07,–,20.98,20.2,–,063591006150
REDWOOD MIDDLE,California,41.62,44.63,–,25.18,24.33,–,060964001022
REDWOOD MIDDLE,California,42.5,42.93,–,23.32,23.27,–,062664004028
REDWOOD PREPARATORY CHARTER,California,†,4.5,†,†,22.44,†,063333012857
REDWOOD PREPARATORY CHARTER,California,–,†,†,–,†,†,060142012857
REDWOOD SHORES ELEMENTARY,California,20.25,15.5,–,21.04,22.39,–,060453012574
REED ELEMENTARY,California,21.4,21.4,–,23.97,23.22,–,063459005734
REED ELEMENTARY,California,26.33,26.24,–,20.36,19.32,–,063216004976
REEDLEY HIGH,California,75.98,78.46,–,25.56,24.53,–,061970002374
REEDLEY MIDDLE COLLEGE HIGH,California,2.6,†,†,7.69,†,†,061970013141
REEDS CREEK ELEMENTARY,California,4.5,6,–,26.22,23,–,063225004979
REEF SUNSET MIDDLE,California,21.5,18.87,–,17.81,17.65,–,063227010227
REEF-SUNSET PRIMARY COMMUNITY DAY,California,1,1,–,3,4,–,063227008000
REEF-SUNSET SECONDARY COMMUNITY DAY,California,1,1,–,7,8,–,063227007999
REEMS (ERNESTINE C.) ACADEMY OF TECHNOLOGY AND ART,California,18,20,–,17.61,17.95,–,062805007941
REFUGIO HIGH,California,2,1.6,–,11.5,16.88,–,063585007361
REGENCY PARK ELEMENTARY,California,31.5,32,–,27.46,27.06,–,060133211730
REGINALD M. BENTON MIDDLE,California,26.21,27.4,–,23.66,21.82,–,062769002165
REID HIGH,California,10,14.6,–,34,27.12,–,062250002753
REIDY CREEK ELEMENTARY,California,28,29,–,24.93,24.1,–,061288011130
RENAISSANCE,California,1,0.50,–,16,32,–,060582007095
RENAISSANCE ACADEMY,California,11.7,11.5,–,24.53,25.04,–,060231011446
RENAISSANCE ARTS ACADEMY,California,7.99,5,–,43.68,65.8,–,062271011314
RENAISSANCE AT MATHSON,California,5.75,†,†,17.22,†,†,060231013126
RENAISSANCE COMMUNITY DAY,California,23,23,–,11.3,11.87,–,069107808010
RENAISSANCE COURT,California,1,1,–,15,9,–,069101407934
RENAISSANCE HIGH,California,5.5,5.5,–,21.09,20.91,–,063576006113
RENAISSANCE HIGH CONTINUATION,California,15,16,–,13.27,11,–,062949004548
RENAISSANCE HIGH SCHOOL FOR THE ARTS,California,16.85,18.95,–,29.32,25.7,–,062250008720
RENDER CONTINUATION HIGH,California,–,–,–,–,–,–,060001109064
RENU HOPE PRESCHOOL,California,–,†,†,–,†,†,060384013269
REPETTO ELEMENTARY,California,31.67,32.84,–,26.37,24.33,–,060015310944
RESCUE ELEMENTARY,California,15.26,17.43,–,25.43,22.95,–,063231004984
RESEDA ELEMENTARY,California,18,19,–,22.61,22.05,–,062271003300
RESEDA SENIOR HIGH,California,77.84,79.62,–,23.78,24.64,–,062271003301
RESNIK CAMP,California,–,–,–,–,–,–,069107812714
REVERE (PAUL) ELEMENTARY,California,37.25,37.75,–,24.4,24.95,–,060261000164
REVERE (PAUL) ELEMENTARY,California,28.73,32,–,14.65,13.38,–,063441005654
REWARD MINE COMMUNITY DAY,California,†,†,–,†,†,–,062682008748
REYBURN INTERMEDIATE,California,44.05,45.87,–,25.43,23.63,–,060903007961
REYMOUTH SPECIAL EDUCATION CENTER,California,–,–,–,–,–,–,061389008576
REYNOLDS ELEMENTARY,California,24.25,24.75,–,25.81,25.01,–,062825009169
RFK COMMUNITY SCHOOLS - AMBASSADOR SCHOOL - GLOBAL,California,18,17,–,21.89,22.12,–,062271012566
RFK COMMUNITY SCHOOLS- FOR THE VISUAL ARTS AND HUM,California,20.25,23.04,–,21.23,18.88,–,062271012370
RFK COMMUNITY SCHOOLS-AMBASSADOR-GLOBAL LEADERSHIP,California,26.75,24.52,–,25.57,27.04,–,062271012559
RFK COMMUNITY SCHOOLS-LOS ANGELES HIGH SCHOOL OF T,California,23.25,22.17,–,17.68,18.58,–,062271012270
RFK COMMUNITY SCHOOLS-NEW OPEN WORLD ACADEMY K-12,California,49.5,52,–,21.9,19.81,–,062271012493
RFK COMMUNITY SCHOOLS-UCLA COMMUNITY K-12,California,39,39.03,–,25.03,25.06,–,062271012524
RHODA MAXWELL ELEMENTARY,California,23.87,22.37,–,20.99,22.35,–,064308007007
RIALTO COMMUNITY DAY,California,1,1,–,13,19,–,063237011327
RIALTO HIGH,California,133.89,133.31,–,22.53,22.2,–,063237001126
RIALTO MIDDLE,California,62.4,62.66,–,19.12,19.74,–,063237004998
RICARDO LIZARRAGA ELEMENTARY,California,30.5,29.01,–,23.84,24.75,–,062271010881
RICE (ELDRIDGE) ELEMENTARY,California,23.5,24,–,24.68,24.63,–,061494001893
RICE (LILIAN J.) ELEMENTARY,California,35,35.5,–,19.6,21.32,–,060861000873
RICE (WILLIAM) ELEMENTARY,California,31,30,–,27.97,27.17,–,060558009321
RICE CANYON ELEMENTARY,California,37.5,38,–,23.84,23.21,–,060002710352
RICHARD A. ALONZO COMMUNITY DAY,California,13,12.69,–,15.23,17.26,–,062271010842
RICHARD B. HAYDOCK INTERMEDIATE,California,34.33,41.8,–,22.6,17.78,–,062922007922
RICHARD BARD ELEMENTARY,California,25,26,–,28.16,26.81,–,061785002197
RICHARD E. BYRD MIDDLE,California,62.5,66.52,–,26.59,25.32,–,062271002878
RICHARD H. LEWIS ALTERNATIVE,California,2.15,2.15,–,24.65,24.19,–,062007003176
RICHARD HAYNES ELEMENTARY,California,32.1,32.96,–,27.07,26.91,–,062847004392
RICHARD HENRY DANA ELEMENTARY,California,13.38,13.9,–,27.35,27.27,–,060744000699
RICHARD HENRY DANA EXCEPTIONAL NEEDS,California,4.95,4.95,–,8.28,9.7,–,060744008543
RICHARD HENRY DANA MIDDLE,California,35.61,37.6,–,27.04,25.85,–,064299006993
RICHARD HENRY DANA MIDDLE,California,57.33,62.52,–,26.09,24.46,–,062271002947
RICHARD HENRY DANA MIDDLE,California,29.45,31.2,–,26.72,25.16,–,060297000227
RICHARD HENRY LEE ELEMENTARY,California,25,26,–,26.8,25.38,–,062259000794
RICHARD L. GRAVES MIDDLE,California,27.4,28,–,26.79,26.75,–,063756006361
RICHARD M. MOON PRIMARY,California,17.5,15,–,28.8,24.07,–,060006312220
RICHARD RIORDAN PRIMARY CENTER,California,11,12,–,22.73,21.42,–,062271011310
RICHARDSON PREP HI,California,25,25,–,23.88,24.32,–,063417005380
RICHFIELD ELEMENTARY,California,9.6,10.4,–,25.94,22.21,–,063240005000
RICHGROVE ELEMENTARY,California,34.84,34.5,–,19.66,21.13,–,063243011376
RICHLAND AVENUE ELEMENTARY,California,12,12,–,19.08,21.83,–,062271003305
RICHLAND CONTINUATION HIGH,California,16.58,17.42,–,21.53,19.58,–,062865004448
RICHLAND ELEMENTARY,California,25.47,28.5,–,29.25,26.88,–,063488005890
RICHLAND JUNIOR HIGH,California,34.6,37.95,–,19.57,16.84,–,062145009565
RICHMAN ELEMENTARY,California,30.5,30.95,–,25.31,24.23,–,061473001803
RICHMOND CHARTER ACADEMY,California,2.5,†,†,36,†,†,063255013164
RICHMOND COLLEGE PREPARATORY,California,13,11,–,24.85,26.45,–,063255011576
RICHMOND ELEMENTARY,California,9,11,–,25.89,19.73,–,063252005005
RICHMOND ELEMENTARY,California,25.5,25.5,–,19.61,20.12,–,063680006241
RICHMOND HIGH,California,67.5,71.7,–,23.42,21.46,–,063255005055
RICHMOND STREET ELEMENTARY,California,21.1,21.1,–,28.77,27.91,–,061221008501
RICHVALE ELEMENTARY,California,2,2,–,17.5,19.5,–,060504000487
RIDGE CREST ELEMENTARY,California,19,20.05,–,28.32,28.58,–,062580009935
RIDGECREST CHARTER,California,13,15,–,26.92,22,–,060007108706
RIDGECREST INTERMEDIATE,California,36,35.45,–,25.83,26.29,–,062970008514
RIDGEMOOR ELEMENTARY,California,28,32,–,23.21,24.84,–,062454007212
RIDGEPOINT ELEMENTARY,California,26,26,–,26.27,28.04,–,060133208952
RIDGEVIEW ELEMENTARY,California,23.53,24.93,–,23.63,22.9,–,061308003506
RIDGEVIEW ELEMENTARY,California,29,33,–,27.86,25.39,–,064356010156
RIDGEVIEW HIGH,California,86.15,84.18,–,25.28,26.09,–,061954003116
RIDGEVIEW HIGH (CONTINUATION),California,7.1,8,–,15.49,12.75,–,062982004642
RIDGEWOOD ELEMENTARY,California,11,12,–,22.36,21.42,–,061038001164
RIDGWAY HIGH (CONTINUATION),California,17.95,18.6,–,16.77,16.61,–,063583006130
RILEY ELEMENTARY,California,37,38,–,20,20,–,063417005381
RILEY ELEMENTARY,California,17.5,20.3,–,27.03,25.42,–,062250002754
RILEY/NEW DAWN,California,23.4,22,–,6.88,8.5,–,063432005539
RIM ACADEMY,California,†,†,–,†,†,–,063261011306
RIM OF THE WORLD SENIOR HIGH,California,48.65,55.65,–,25.65,23.47,–,063261005074
RINCON HIGH (CONTINUATION),California,2.4,2.4,–,15,14.58,–,060756001445
RINCON INTERMEDIATE,California,†,†,–,†,†,–,063375005209
RINCON MIDDLE,California,64.81,60,–,20.94,21.73,–,061288008833
RINCON VALLEY CHARTER,California,7.43,7.9,–,22.48,21.39,–,063264011481
RINCON VALLEY MIDDLE,California,33.15,36.68,–,25.4,22.96,–,063583006131
RIO ALTURA ELEMENTARY,California,†,†,–,†,†,–,060006105117
RIO AMERICANO HIGH,California,62.95,66.01,–,24.73,24.28,–,063462005812
RIO BRAVO ELEMENTARY,California,22.5,21.33,–,25.56,25.88,–,063271008496
RIO BRAVO-GREELEY ELEMENTARY,California,18.59,21.45,–,25.07,21.07,–,063271005085
RIO CALAVERAS ELEMENTARY,California,31.33,33.17,–,32.52,29.42,–,063801007754
RIO CAZADERO HIGH (CONTINUATION),California,10.1,10.48,–,28.51,28.34,–,061233007702
RIO COMMUNITY DAY,California,†,†,–,†,†,–,063276012245
RIO DEL MAR,California,18,17,–,27.11,27.65,–,063276011833
RIO DEL MAR ELEMENTARY,California,21,22,–,28,28.05,–,062949004549
RIO DEL NORTE,California,20,19,–,28.2,28.37,–,063276010453
RIO DEL ORO ELEMENTARY,California,25.5,24.5,–,18.04,18.98,–,063118011547
RIO DEL REY HIGH (CONTINUATION),California,1,1,–,19,22,–,069113410212
RIO DEL VALLE MIDDLE,California,31,31.5,–,23.94,22.67,–,063276005089
RIO HONDO ELEMENTARY,California,34.92,31,–,24.48,25.87,–,061209001357
RIO HONDO ELEMENTARY,California,34.75,32.15,–,25.78,26.38,–,061146001273
RIO LINDA HIGH,California,86.4,90.4,–,19.87,20.11,–,060133201991
RIO LINDA PREPARATORY ACADEMY,California,19.67,20,–,20.59,22.75,–,060133201992
RIO LINDO ELEMENTARY,California,16,16,–,28.13,28.63,–,063276005090
RIO MESA HIGH,California,84.05,85.2,–,24.52,23.87,–,062927004521
RIO NORTE JUNIOR HIGH,California,48.5,49,–,25.32,24.06,–,064251011320
RIO PLAZA ELEMENTARY,California,17,17,–,29.47,28.82,–,063276005091
RIO REAL ELEMENTARY,California,23,22,–,29.17,29.05,–,063276005092
RIO ROSALES,California,21,21,–,26.19,26.95,–,063276008667
RIO SAN GABRIEL ELEMENTARY,California,30,31.75,–,27.37,26.55,–,061146001274
RIO SECO ELEMENTARY,California,43.5,40,–,22.83,24.63,–,063588006144
RIO TIERRA JUNIOR HIGH,California,27,28,–,20.3,20.68,–,060133201993
RIO VALLEY CHARTER,California,11,11.32,–,27.82,23.59,–,062223012723
RIO VISTA COMMUNITY DAY,California,1,1,–,8,19,–,061959011602
RIO VISTA ELEMENTARY,California,20,20,–,22.55,22,–,061209001358
RIO VISTA ELEMENTARY,California,19,21,–,23.79,22.95,–,061218001380
RIO VISTA ELEMENTARY,California,16.6,20.45,–,31.02,23.91,–,061380001558
RIO VISTA ELEMENTARY,California,28,28,–,26.11,26.04,–,062955011029
RIO VISTA ELEMENTARY,California,32.25,32,–,29.49,29.41,–,063066004768
RIO VISTA ELEMENTARY,California,27,36.38,–,28.22,22.54,–,063597006157
RIO VISTA ELEMENTARY,California,19,18,–,20.95,22.67,–,062271003309
RIO VISTA ELEMENTARY,California,21.5,16.8,–,21.12,25.36,–,062637009406
RIO VISTA ELEMENTARY,California,29,30,–,19.41,18.57,–,063417005382
RIO VISTA ELEMENTARY,California,33.5,29,–,26.18,26,–,060001701149
RIO VISTA HIGH,California,2.1,2.48,–,19.05,11.69,–,061926000963
RIO VISTA HIGH,California,19.85,20.4,–,17.58,18.09,–,063311005125
RIO VISTA MIDDLE,California,29.8,29.7,–,24.3,24.51,–,063276011957
RIO VISTA MIDDLE,California,31.78,32,–,24.86,24.78,–,060797010494
RIOS ELEMENTARY,California,11,12,–,25.36,24.67,–,060681000624
RIPON ELEMENTARY,California,18.62,16.73,–,23.85,25.16,–,063288005111
RIPON HIGH,California,35.28,37.42,–,25.31,24.59,–,063288005112
RIPONA ELEMENTARY,California,17.08,17.26,–,25.23,26.01,–,063288005113
RISE COMMUNITY,California,14,15,–,23.21,22.47,–,062805011559
RISE KOHYANG MIDDLE,California,5,†,†,17,†,†,062271012852
RITE OF PASSAGE,California,13.2,16.4,–,12.5,13.6,–,069100602957
RITTER ELEMENTARY,California,18,16,–,20.89,24.19,–,062271003310
RIVER BEND,California,5.51,5.51,–,9.07,11.07,–,064116007892
RIVER BLUFF ELEMENTARY,California,29,29,–,29.38,28.62,–,060797010493
RIVER CHARTER,California,16.17,15.86,–,22.33,22.51,–,062664004695
RIVER CITY HIGH,California,83.34,78.66,–,23.99,24.96,–,064158006857
RIVER DELTA COMMUNITY DAY,California,0.88,1,–,3.41,5,–,063311011075
RIVER DELTA HIGH/ELEMENTARY (ALTERNATIVE),California,0.83,1,–,21.69,17,–,063311009429
RIVER GLEN,California,21.13,22.32,–,25.46,23.92,–,063459004084
RIVER HEIGHTS INTERMEDIATE,California,42.01,45,–,24.68,24.58,–,060985011710
RIVER ISLANDS TECHNOLOGY ACADEMY,California,–,†,†,–,†,†,060387013146
RIVER MONTESSORI ELEMENTARY CHARTER,California,7,6,–,23.71,25.5,–,060133812549
RIVER OAK CHARTER,California,10,10,–,23.9,23.5,–,064030012026
RIVER OAKS ACADEMY,California,7,5.2,–,21.57,26.35,–,069104712801
RIVER OAKS ELEMENTARY,California,33.7,34.64,–,18.04,19.26,–,061479001051
RIVER SPRINGS CHARTER,California,275.88,265.91,–,20.11,20.39,–,069102611707
RIVER VALLEY CHARTER,California,12.46,9.77,–,22.47,27.84,–,062079007308
RIVER VALLEY HIGH,California,81.84,83.99,–,20.61,20.11,–,064347011520
RIVER'S EDGE COMMUNITY DAY,California,1,1,–,6,5,–,061995012357
RIVERA ELEMENTARY,California,26,26,–,28.12,26.42,–,061218001381
RIVERA MIDDLE,California,33,33,–,24.79,24.85,–,061218001382
RIVERBANK ELEMENTARY,California,40.89,27,–,20.32,20.67,–,064158012263
RIVERBANK HIGH,California,35.8,36.1,–,19.89,19.09,–,060006104232
RIVERBANK LANGUAGE ACADEMY,California,20,19,–,23.8,22.95,–,060006111925
RIVERBEND ELEMENTARY,California,50.88,47.52,–,24.25,26.03,–,064347011930
RIVERCREST PREPARATORY,California,–,†,†,–,†,†,061926013334
RIVERDALE COMMUNITY DAY,California,†,0.50,–,–,10,–,060004008478
RIVERDALE ELEMENTARY,California,24.01,24,–,22.45,22.17,–,060004005118
RIVERDALE ELEMENTARY,California,20,21,–,25.3,24.95,–,061488001875
RIVERDALE HIGH,California,28,28.5,–,18.25,18.56,–,060004005120
RIVERGOLD ELEMENTARY,California,20,20.17,–,25.65,26.03,–,060016010252
RIVERSIDE COUNTY COMMUNITY,California,38.75,38,–,24,24.61,–,069102610577
RIVERSIDE COUNTY EDUCATION ACADEMY,California,3.25,–,†,20.31,–,†,069102612986
RIVERSIDE COUNTY JUVENILE COURT,California,12.25,14,–,20,21.5,–,069102607567
RIVERSIDE COUNTY OPPORTUNITY,California,4,5,–,33.75,29,–,069102609238
RIVERSIDE COUNTY ROP,California,–,–,–,–,–,–,060009411035
RIVERSIDE COUNTY SPECIAL EDUCATION,California,107,111.5,–,8.79,8.87,–,069102609031
RIVERSIDE DRIVE CHARTER ELEMENTARY,California,24,24,–,23.54,22.54,–,062271003311
RIVERSIDE ELEMENTARY,California,17,19,–,25.76,21.16,–,063255005056
RIVERSIDE MEADOWS INTERMEDIATE,California,15.4,15.4,–,21.04,20.39,–,063118011836
RIVERSIDE PREPARATORY,California,87.66,80.16,–,23.94,24.36,–,062895011863
RIVERSIDE STEM ACADEMY,California,13.76,†,†,30.16,†,†,063315013103
RIVERSIDE VIRTUAL,California,10.43,8.36,–,12.46,11.6,–,063315012176
RIVERVIEW ELEMENTARY,California,12,16,–,25.67,18.69,–,060985001064
RIVERVIEW ELEMENTARY,California,21.18,23,–,23.32,23.83,–,062079002497
RIVERVIEW ELEMENTARY,California,26,27,–,29.77,27.67,–,060903010483
RIVERVIEW ELEMENTARY,California,17.2,17.2,–,24.83,24.24,–,061970002375
RIVERVIEW MIDDLE,California,4.55,4.8,–,22.42,23.96,–,061686009376
RIVERVIEW MIDDLE,California,11.25,10.2,–,24.18,25,–,063311005126
RIVERVIEW MIDDLE,California,43.35,46.34,–,16.82,15.99,–,062637003969
RIVIERA ELEMENTARY,California,11.5,12.75,–,23.65,21.18,–,061932004574
RIVIERA ELEMENTARY,California,32.26,30.17,–,21.61,23.7,–,063942006570
RIVIERA HIGH,California,†,2,–,–,2.5,–,061932012522
ROB REINER CHILDREN & FAMILIES CENTER,California,–,†,†,–,†,†,063018013280
ROBBINS ELEMENTARY,California,8,8.54,–,17.88,17.68,–,064290011818
ROBERT A. MILLIKAN MIDDLE,California,70.5,74.02,–,30.75,29.45,–,062271003187
ROBERT C. COOLEY MIDDLE,California,42.51,47.47,–,25.08,24.1,–,063360008551
ROBERT C. FISLER ELEMENTARY,California,33.5,35.75,–,29.31,27.19,–,061473010985
ROBERT DOWN ELEMENTARY,California,23.1,21.6,–,21.26,21.81,–,062937004527
ROBERT E. PEARY MIDDLE,California,85.5,100.03,–,19.33,18.1,–,062271003277
ROBERT E. WILLETT ELEMENTARY,California,19.3,21.84,–,27.46,23.95,–,061062001184
ROBERT ELLIOTT ALTERNATIVE EDUCATION CENTER,California,40.51,40.89,–,17.28,17.75,–,062515003737
ROBERT F. KENNEDY ELEMENTARY,California,19,18,–,25.47,25.22,–,062271003112
ROBERT F. KENNEDY ELEMENTARY,California,28,26,–,26.71,28.81,–,060962000985
ROBERT F. KENNEDY ELEMENTARY,California,24,24,–,25.79,26,–,061437001647
ROBERT F. KENNEDY HIGH,California,44.84,42.92,–,24.55,25.61,–,061086012157
ROBERT FROST MIDDLE,California,51.83,55.01,–,29.77,29.16,–,062271003027
ROBERT FULTON COLLEGE PREPARATORY,California,74.25,83.52,–,26.25,26.52,–,062271003029
ROBERT H. LEWIS CONTINUATION,California,4,4.01,–,29.75,27.43,–,062271003134
ROBERT HEIDEMAN ELEMENTARY,California,18.6,16,–,31.02,31.5,–,064015006639
ROBERT HILL LANE ELEMENTARY,California,18,18,–,21.94,22.39,–,062271003122
ROBERT J. FITE ELEMENTARY,California,27,23,–,25.41,25.09,–,061233010596
ROBERT J. FRANK INTERMEDIATE,California,70.34,62.7,–,17.84,19.52,–,062922004240
ROBERT L. STEVENS ELEMENTARY,California,26.19,27.13,–,20.81,19.39,–,064320004118
ROBERT LOUIS STEVENSON INTERMEDIATE,California,21.45,21.5,–,13.85,14.65,–,063783006388
ROBERT LOUIS STEVENSON MIDDLE,California,72.83,96.5,–,25.43,20.12,–,062271003372
ROBERT M. PYLES ELEMENTARY,California,30.05,30.05,–,25.66,24.76,–,062343003562
ROBERT O. TOWNSEND JUNIOR HIGH,California,41.05,42,–,28.16,27.79,–,060846008808
ROBERT P. ULRICH ELEMENTARY,California,22,21,–,28.82,30.14,–,062523003773
ROBERT RANDALL ELEMENTARY,California,17,19,–,25.76,24.47,–,062450003671
